{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'SHELL': '/bin/bash', 'PYTHONUNBUFFERED': '1', 'WSL2_GUI_APPS_ENABLED': '1', 'WSL_DISTRO_NAME': 'Ubuntu', 'PYCHARM_DISPLAY_PORT': '36849', 'PYCHARM_UUID': '2ed92def-50e1-32c6-8a0c-ba9c9bec1f2f', 'NAME': 'ZBook', 'PWD': '/home/daniel/Thesis/smlm_score', 'LOGNAME': 'daniel', 'HOME': '/home/daniel', 'LANG': 'C.UTF-8', 'WSL_INTEROP': '/run/WSL/58140_interop', 'WAYLAND_DISPLAY': 'wayland-0', 'PYTHONPATH': '/tmp/MObcVS/:/tmp/MObcVS/src:/home/daniel/.pycharm_helpers/pycharm_plotly_backend:/home/daniel/.pycharm_helpers/pycharm_altair_backend:/home/daniel/.pycharm_helpers/pycharm_matplotlib_backend:/home/daniel/.pycharm_helpers/pycharm_display', 'TERM': 'xterm-256color', 'USER': 'daniel', 'PYTHONIOENCODING': 'UTF-8', 'DISPLAY': ':0', 'SHLVL': '0', 'PYCHARM_PROJECT_ID': '4a4c41a4', 'XDG_RUNTIME_DIR': '/run/user/1000/', 'PYCHARM_INTERACTIVE_PLOTS': '1', 'WSLENV': '', 'XDG_DATA_DIRS': '/usr/local/share:/usr/share:/var/lib/snapd/desktop', 'PATH': '/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA App/NvDLISR:/mnt/c/Program Files/Git/cmd:/mnt/c/Users/User/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/User/AppData/Local/Programs/Antigravity/bin:/mnt/c/Users/User/AppData/Local/JetBrains/Toolbox/scripts:/mnt/c/Users/User/AppData/Local/PowerToys/DSCModules/:/snap/bin', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'HOSTTYPE': 'x86_64', 'PYCHARM_HOSTED': '1', 'PULSE_SERVER': 'unix:/mnt/wslg/PulseServer', 'OLDPWD': '/mnt/c/WINDOWS/system32', '_': '/home/daniel/miniforge3/envs/smlm/bin/python', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.22.0', 'PMI_VERSION': '2.22.0'}", 0: 'GMMScoringRestraint_Score', 1: 'AV_0_x', 2: 'AV_0_y', 3: 'AV_0_z', 4: 'AV_1_x', 5: 'AV_1_y', 6: 'AV_1_z', 7: 'AV_2_x', 8: 'AV_2_y', 9: 'AV_2_z', 10: 'AV_3_x', 11: 'AV_3_y', 12: 'AV_3_z', 13: 'AV_4_x', 14: 'AV_4_y', 15: 'AV_4_z', 16: 'AV_5_x', 17: 'AV_5_y', 18: 'AV_5_z', 19: 'AV_6_x', 20: 'AV_6_y', 21: 'AV_6_z', 22: 'AV_7_x', 23: 'AV_7_y', 24: 'AV_7_z', 25: 'Total_Score', 26: 'MonteCarlo_Acceptance_NPC_Complex_0', 27: 'MonteCarlo_Temperature', 28: 'MonteCarlo_Nframe', 29: 'ReplicaExchange_SwapSuccessRatio', 30: 'ReplicaExchange_MinTempFrequency', 31: 'ReplicaExchange_MaxTempFrequency', 32: 'ReplicaExchange_CurrentTemp', 33: 'Stopwatch_None_delta_seconds', 34: 'rmf_file', 35: 'rmf_frame_index'} 
{0: '105.20614146395388', 1: 1010.9046691587397, 2: 470.2889344987167, 3: 661.8130848747574, 4: 1028.6723391289188, 5: 792.027053119325, 6: 641.9642718269545, 7: 813.503827217934, 8: 1033.833684673262, 9: 619.398951945001, 10: 488.9507000881217, 11: 1055.656658323826, 12: 598.1918377424007, 13: 244.7309798942752, 14: 837.301919193224, 15: 593.6543464388333, 16: 224.89307277279602, 17: 509.9219322331546, 18: 615.1828835010024, 19: 441.05466591113475, 20: 269.64616130538366, 21: 643.3815014696154, 22: 767.2711307478744, 23: 250.1319852398638, 24: 663.6156628419294, 25: '0.5260307073197694', 26: '1.0', 27: '1.0', 28: '0', 29: '0', 30: '0', 31: '0', 32: '1.0', 33: '1.6999418870000085', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 0} 
{0: '654.4358431424894', 1: 348.33047680042614, 2: 544.2562599342278, 3: 757.3776667530424, 4: 642.3096690985695, 5: 444.33319539593776, 6: 668.9655741518993, 7: 847.0339692415105, 8: 515.4820031886885, 9: 427.50556230008607, 10: 840.6595078508724, 11: 710.8041068216752, 12: 166.60451156272273, 13: 621.0164118842306, 14: 919.9087239638362, 15: 42.60926107423279, 16: 322.25293134607057, 17: 1023.6990933689638, 18: 132.0666154082682, 19: 121.02265166923576, 20: 955.5480556436081, 21: 377.25073621652894, 22: 129.30137142772543, 23: 757.8983752200036, 24: 638.1596722692154, 25: '3.272179215712447', 26: '0.9914093959731544', 27: '1.0', 28: '148', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13643096900000273', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 148} 
{0: '678.8770101326114', 1: 320.5711362676458, 2: 537.9270464253095, 3: 747.2853091082998, 4: 600.2689666811045, 5: 408.328366430241, 6: 651.3770808135127, 7: 806.4652293525612, 8: 460.42092897502295, 9: 406.3330124693348, 10: 815.745181199271, 11: 658.8106995189567, 12: 147.84491286174327, 13: 617.307754757562, 14: 891.8705993056328, 15: 31.018873134719, 16: 333.29037579002215, 17: 1025.811779905528, 18: 128.11967082911775, 19: 130.96487542911467, 20: 976.2753691165788, 21: 376.8443748861065, 22: 123.32832246947152, 23: 775.3677527641571, 24: 635.272738335284, 25: '3.394385050663057', 26: '0.9913333333333333', 27: '1.0', 28: '149', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1483742169999971', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 149} 
{0: '646.496058365132', 1: 341.3611733894687, 2: 527.2825985664899, 3: 765.778207836017, 4: 623.5100393620419, 5: 419.8764462631154, 6: 651.4059282973105, 7: 811.8729811503392, 8: 492.32079630533207, 9: 397.34225999614716, 10: 793.3908192451345, 11: 697.3285993223942, 12: 144.5757143558606, 13: 573.4371447671391, 14: 918.9180261209357, 15: 45.272342437249165, 16: 286.75586553213907, 17: 1030.324824871941, 18: 161.19061389265931, 19: 102.27791518391479, 20: 960.6056331314431, 21: 418.79605373574424, 22: 122.56500935538446, 23: 753.2024788824863, 24: 671.3426270686614, 25: '3.23248029182566', 26: '0.9911258278145695', 27: '1.0', 28: '150', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13614894199999128', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 150} 
{0: '642.689688869251', 1: 307.4914450013066, 2: 552.2477173347268, 3: 772.6999707660844, 4: 599.8047253468221, 5: 442.69896146012917, 6: 690.3768350806838, 7: 808.1097893697947, 8: 500.91796051007736, 9: 448.5159707499039, 10: 808.4100052240439, 11: 687.3622660938819, 12: 181.12272665553672, 13: 594.6912962997411, 14: 897.0922626539884, 15: 48.15545753147279, 16: 297.67588490997684, 17: 1010.6497328128293, 18: 131.34934370748016, 19: 92.9022408893241, 20: 955.4727429843974, 21: 376.86247371554276, 22: 94.45185836839187, 23: 766.6596319694492, 24: 644.3594159019214, 25: '3.213448444346255', 26: '0.9910526315789474', 27: '1.0', 28: '151', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1497393050000113', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 151} 
{0: '628.8641249649053', 1: 284.78957222934537, 2: 552.3704079127325, 3: 769.0953426804836, 4: 591.0167667124133, 5: 464.9935473751494, 6: 716.0362053832177, 7: 814.720681014931, 8: 533.7261719086304, 9: 491.29298681301066, 10: 824.0109163057662, 11: 712.5253188146206, 12: 218.88653902693662, 13: 607.0146270481769, 14: 900.5230867823878, 15: 61.050857550096055, 16: 295.7238361352116, 17: 991.5318664565655, 18: 114.43738997140031, 19: 74.96074445713543, 20: 926.2142943695408, 21: 343.02154215123403, 22: 67.68560527534231, 23: 745.2091501712013, 24: 615.7698077885452, 25: '3.1443206248245263', 26: '0.9911111111111112', 27: '1.0', 28: '152', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1367044739999983', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 152} 
{0: '549.0059926510904', 1: 284.3789015845647, 2: 496.6109256389417, 3: 743.9097495931776, 4: 601.0753350006285, 5: 442.86864111977985, 6: 711.6573331672578, 7: 835.4849119851992, 8: 555.7474259226731, 9: 517.7819623690029, 10: 850.670674676194, 11: 764.1876443121771, 12: 267.6164488170258, 13: 630.7554648616286, 14: 949.0567962460515, 15: 110.12565602217745, 16: 308.65663231262624, 17: 1005.9144046298118, 18: 142.59457605998915, 19: 76.50097097991727, 20: 896.2407108265177, 21: 340.9096594427042, 22: 63.49865666350496, 23: 685.7547149951738, 24: 591.3772055756151, 25: '2.745029963255452', 26: '0.9911688311688311', 27: '1.0', 28: '153', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14218099599999334', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 153} 
{0: '493.9932566883754', 1: 292.31293034690225, 2: 451.79406803487115, 3: 715.4535177173067, 4: 611.2214697711022, 5: 417.0112223372833, 6: 679.2239776069725, 7: 840.2901420892459, 8: 562.6912034102863, 9: 501.51068120010024, 10: 845.9515954254596, 11: 799.5857803116777, 12: 277.6588918788426, 13: 617.7733248431057, 14: 991.2608421936646, 15: 141.50456713567831, 16: 293.3217298318115, 17: 1028.8571781169114, 18: 178.27893794942491, 19: 66.34880249228235, 20: 885.9392656656298, 21: 360.7925074555642, 22: 62.964163199160964, 23: 647.081405839573, 24: 584.7185517217653, 25: '2.469966283441877', 26: '0.991225806451613', 27: '1.0', 28: '154', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13545416899999907', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 154} 
{0: '434.1633983194181', 1: 355.4507734522389, 2: 390.0665786593038, 3: 704.5016522079284, 4: 660.2181282756216, 5: 363.3176433457646, 6: 601.4170445176655, 7: 854.5513983412021, 8: 537.6566801792919, 9: 408.7577347908826, 10: 823.4147026436178, 11: 808.5641750185804, 12: 230.15103944484324, 13: 578.6579376675081, 14: 1019.164325209772, 15: 174.61406619673318, 16: 268.6387300890216, 17: 1048.5703480412574, 18: 279.7713440362378, 19: 77.36703889564006, 20: 876.164780387513, 21: 477.11597377921674, 22: 110.69600598473664, 23: 603.3198821331716, 24: 655.0267596632921, 25: '2.1708169915970905', 26: '0.9912820512820513', 27: '1.0', 28: '155', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14849664900000903', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 155} 
{0: '454.835963722712', 1: 322.4360260623891, 2: 375.0998147967817, 3: 678.8712593849541, 4: 620.2874551747607, 5: 338.0469071639576, 6: 559.9734433378287, 7: 814.6770449625132, 8: 511.805423611839, 9: 366.847073862283, 10: 789.987758695883, 11: 792.7358847510586, 12: 203.3563054707752, 13: 554.6073246989619, 14: 1018.1897855048728, 15: 170.05101180753707, 16: 251.75471529094642, 17: 1058.0564097616507, 18: 291.4002004084423, 19: 60.737414888304045, 20: 885.8294045220573, 21: 489.1467354260432, 22: 87.47760902299876, 23: 602.8896771199823, 24: 651.7427961403653, 25: '2.2741798186135602', 26: '0.9912101910828025', 27: '1.0', 28: '156', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13622616199999982', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 156} 
{0: '471.1443575749139', 1: 335.0700826498155, 2: 374.96285264484635, 3: 698.192953691695, 4: 615.7358414621327, 5: 322.53238916082535, 6: 547.5182684314896, 7: 797.0764497179096, 8: 486.6101492172719, 9: 334.2784933070806, 10: 770.0212708197805, 11: 769.3765863729063, 12: 174.36640647623807, 13: 545.014073889445, 14: 1007.4064294442882, 15: 166.86922056077753, 16: 259.80436208506717, 17: 1062.9030230166168, 18: 320.52541055423313, 19: 82.39761698079911, 20: 900.1463362957072, 21: 537.9893161052939, 22: 111.28176763389189, 23: 615.2677659691356, 24: 696.7889140086746, 25: '2.3557217878745695', 26: '0.9911392405063291', 27: '1.0', 28: '157', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14003930799999864', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 157} 
{0: '554.2064659739136', 1: 504.85748456313615, 2: 324.2563467276703, 3: 621.3422103059222, 4: 745.4903805921346, 5: 380.21121769860684, 6: 413.5203052707983, 7: 817.9308979709722, 8: 616.0508447273319, 9: 202.78546949924717, 10: 675.4686504915173, 11: 892.1438245222819, 12: 104.10471781714944, 13: 397.1696058018243, 14: 1046.5330385992418, 15: 181.92672602297276, 16: 152.14160880926335, 17: 991.7005116810499, 18: 394.0336589849876, 19: 83.97654024496171, 20: 757.865028751448, 21: 608.3416916134535, 22: 228.47630573493484, 23: 480.4829194794609, 24: 705.2250726119688, 25: '2.771032329869568', 26: '0.9911949685534591', 27: '1.0', 28: '158', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1437554549999902', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 158} 
{0: '527.7962924413395', 1: 521.335318143457, 2: 348.7192997943893, 3: 673.1589374850569, 4: 763.7465320846879, 5: 406.3250146267983, 6: 467.87019589582314, 7: 825.4226690723915, 8: 629.8215464001306, 9: 240.8845495337888, 10: 666.3521398317513, 11: 885.8329722877354, 12: 116.72564834827466, 13: 375.1479446463228, 14: 1024.3533292347595, 15: 174.6469749677553, 16: 128.13646562979477, 17: 967.8652633024815, 18: 384.0009908601465, 19: 70.46106941812508, 20: 746.9624332234156, 21: 614.4981293093388, 22: 231.7144850417285, 23: 489.6833329941235, 24: 737.0224404458022, 25: '2.638981462206697', 26: '0.99125', 27: '1.0', 28: '159', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14352959200000726', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 159} 
{0: '540.5971769996386', 1: 593.9119710984123, 2: 373.89118019805505, 3: 677.187022627606, 4: 823.8594736648338, 5: 459.64908355118706, 6: 467.4376232838996, 7: 851.9557461160537, 8: 684.7535876829917, 9: 235.45553143897774, 10: 658.1327578444656, 11: 914.210285234805, 12: 108.7946086269925, 13: 351.48400698632554, 14: 1013.0824983463743, 15: 168.23770520891128, 16: 116.87409505356197, 17: 927.8905418660222, 18: 382.09559284208746, 19: 92.42887732900908, 20: 705.9700802222056, 21: 617.4828960947787, 22: 288.5678891796756, 23: 475.5205054907333, 24: 742.5024458494676, 25: '2.702985884998193', 26: '0.9911801242236025', 27: '1.0', 28: '160', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1431711379999996', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 160} 
{0: '547.0109523034164', 1: 543.4229588905006, 2: 356.77870944262287, 3: 696.3347981987462, 4: 785.1398817232108, 5: 402.92867018857976, 6: 487.3654397067958, 7: 844.9313429242047, 8: 612.0050706522977, 9: 246.55603544813837, 10: 683.8954511941985, 11: 858.5220029355066, 12: 106.70768946616607, 13: 391.805881526909, 14: 998.4172890031219, 15: 156.26215331476487, 16: 145.4865766337964, 17: 953.6086190500098, 18: 369.22613961991516, 19: 89.6823877948442, 20: 747.370974552393, 21: 613.3682478242986, 22: 252.90775537811308, 23: 499.50041681839673, 24: 751.6616759779231, 25: '2.735054761517082', 26: '0.9911111111111112', 27: '1.0', 28: '161', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1442211009999994', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 161} 
{0: '584.911842699148', 1: 595.3622088535287, 2: 398.8681142303999, 3: 720.0093204010665, 4: 828.7409474527924, 5: 464.3558112902613, 6: 506.77046757936023, 7: 857.1425710611006, 8: 658.7458890094529, 9: 248.53999938561094, 10: 660.6513747794955, 11: 863.8835017587223, 12: 88.63225779424693, 13: 349.75268948481425, 14: 959.7832805045416, 15: 127.20546842320385, 16: 111.58112948166087, 17: 895.2340171754236, 18: 344.32842192721665, 19: 86.63980547491411, 20: 704.5510009976799, 21: 605.6163095081919, 22: 285.52038127062156, 23: 498.29272611066654, 24: 764.0822266523473, 25: '2.92455921349574', 26: '0.9911656441717791', 27: '1.0', 28: '162', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13950491699999645', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 162} 
{0: '608.9625752286053', 1: 588.7834538374019, 2: 403.64105767415896, 3: 737.0833966694888, 4: 824.9624892107407, 5: 427.4392603786715, 6: 518.2725394268485, 7: 872.2759399260926, 8: 600.7147855409297, 9: 248.06121656273538, 10: 699.1208343092715, 11: 817.6215727355609, 12: 77.09492962514503, 13: 402.46791511901176, 14: 952.2313216569244, 15: 112.02219248539677, 16: 161.7024151765554, 17: 930.1763482423368, 18: 334.68837427803965, 19: 118.31249843897052, 20: 760.348868980739, 21: 607.6890792433139, 22: 293.6841345051446, 23: 541.9566849361489, 24: 777.2681153776327, 25: '3.0448128761430264', 26: '0.9910975609756097', 27: '1.0', 28: '163', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1396738620000093', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 163} 
{0: '590.8317807691773', 1: 520.2209127473917, 2: 385.3955571138394, 3: 724.0661327188527, 4: 778.4810161051157, 5: 405.6483207366633, 6: 531.4093730959398, 7: 861.1603013140482, 8: 586.3857813167378, 9: 274.9425421348375, 10: 716.5514514053696, 11: 817.8788321717471, 12: 96.72928747788035, 13: 424.31491310015616, 14: 965.6298323434685, 15: 107.22215588104336, 16: 161.18040455923773, 17: 947.1996637823734, 18: 303.32222123216064, 19: 82.269930968052, 20: 769.6042587918007, 21: 563.1037675017699, 22: 229.15627543179764, 23: 536.5708332077448, 24: 740.0987692819774, 25: '2.954158903845886', 26: '0.9911515151515151', 27: '1.0', 28: '164', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14293995699999584', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 164} 
{0: '603.0340887684811', 1: 571.5972225182791, 2: 415.74515309841644, 3: 752.7369055871304, 4: 824.7104401772528, 5: 452.2729171450583, 6: 555.6975593915579, 7: 884.0203851474449, 8: 622.0947831627494, 9: 285.6605369432898, 10: 711.9571784081489, 11: 820.9198838525465, 12: 92.98581513532093, 13: 404.1947026927207, 14: 933.2234281381235, 15: 96.56703588976836, 16: 146.0396007297138, 17: 898.1750754254138, 18: 296.972207059497, 19: 90.11041666209792, 20: 732.157820915722, 21: 570.0356430464019, 22: 264.6135244242422, 23: 531.9883743544053, 24: 761.5774513526483, 25: '3.0151704438424054', 26: '0.9912048192771085', 27: '1.0', 28: '165', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.145343682999993', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 165} 
{0: '536.9094418654549', 1: 575.318488745345, 2: 336.4829300157947, 3: 649.096304423017, 4: 803.0198991425734, 5: 416.09444790521945, 6: 434.52893418336544, 7: 840.1631898688539, 8: 651.6332100677473, 9: 214.4857640648829, 10: 660.811313197314, 11: 902.7873472260819, 12: 109.5323461874973, 13: 365.8164931379341, 14: 1021.873292635916, 15: 187.8856894707572, 16: 133.68012869149004, 17: 942.9496378107925, 18: 406.7885020146021, 19: 100.5665959229841, 20: 710.0890698585129, 21: 630.2451920887871, 22: 282.07934837163674, 23: 457.86128846006295, 24: 733.4036782829301, 25: '2.684547209327275', 26: '0.9912574850299402', 27: '1.0', 28: '166', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14549884699999893', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 166} 
{0: '630.344973610241', 1: 628.4142325819245, 2: 349.5970407829779, 3: 599.0454421674915, 4: 810.867916452966, 5: 447.2628928773824, 6: 351.2610257372704, 7: 792.9966298225492, 8: 685.4063580598316, 9: 131.61258766430404, 10: 579.9689870260582, 11: 921.884234944253, 12: 61.19843177002849, 13: 293.58598757586225, 14: 1017.2682918044686, 15: 188.592748685976, 16: 107.43151487515445, 17: 919.9314343230234, 18: 441.3905429764561, 19: 129.62032563372549, 20: 684.7681716631658, 21: 663.7851001730545, 22: 344.56039337724894, 23: 447.3931926718975, 24: 732.0587620921432, 25: '3.1517248680512053', 26: '0.9913095238095239', 27: '1.0', 28: '167', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14247593900000766', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 167} 
{0: '645.0273970656233', 1: 655.8538310301847, 2: 345.5660471760425, 3: 560.5274116433385, 4: 807.1129177162381, 5: 457.2945826117269, 6: 298.1107477033298, 7: 762.904372715213, 8: 706.5496540582501, 9: 95.14611248353134, 10: 542.9510308961552, 11: 945.0474137096779, 12: 63.522351395151986, 13: 274.0157612964035, 14: 1031.773104382381, 15: 229.33890063658419, 16: 119.68719272521156, 17: 920.0857359652882, 18: 497.18830046381026, 19: 168.51290657133927, 20: 673.6895808305544, 21: 702.5134740315352, 22: 390.10668158787985, 23: 434.4207844125237, 24: 731.7375774245138, 25: '3.2251369853281164', 26: '0.9912426035502958', 27: '1.0', 28: '168', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13751009300000305', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 168} 
{0: '659.2369848606022', 1: 629.7301297750703, 2: 321.87900292599466, 3: 558.4658843865903, 4: 787.3475033199916, 5: 413.08595912160837, 6: 291.8891840779596, 7: 767.8872639413535, 8: 663.9484698314985, 9: 87.03208987206915, 10: 576.2102809994584, 11: 925.9048761837612, 12: 57.04056468915951, 13: 322.5370242161159, 14: 1044.5151267235801, 15: 227.11154963220758, 16: 161.98884235483627, 17: 953.7512790454163, 18: 499.17933821561616, 19: 186.4124418292517, 20: 705.2177469033393, 21: 706.273552736632, 22: 379.58007923229883, 23: 442.2850173540734, 24: 733.8425548301999, 25: '3.2961849243030112', 26: '0.9911764705882353', 27: '1.0', 28: '169', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14346358599999576', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 169} 
{0: '690.85013559755', 1: 645.6636928709843, 2: 297.26158073339025, 3: 477.266523599375, 4: 773.5314125309283, 5: 422.20110486509145, 6: 208.444939592779, 7: 738.2587373484788, 8: 699.4907291473473, 9: 43.6923010897691, 10: 553.1535518746495, 11: 966.1682905946611, 12: 73.35481502081723, 13: 325.4730047560521, 14: 1064.0067224718425, 15: 287.6720153834456, 16: 195.3617161564119, 17: 938.7872481057618, 18: 562.3096168647381, 19: 235.90210607045583, 20: 663.409988242904, 21: 728.9748022947531, 22: 422.16741342901673, 23: 396.07961748996075, 24: 696.6156547124642, 25: '3.45425067798775', 26: '0.9912280701754386', 27: '1.0', 28: '170', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13587582300000633', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 170} 
{0: '688.0380820624623', 1: 635.7136465429671, 2: 341.87427678427457, 3: 552.3573882823063, 4: 773.4283413300777, 5: 427.9908992198585, 6: 273.3525986655589, 7: 739.578920690107, 8: 675.4933832401408, 9: 66.29254368403173, 10: 546.9610683177797, 11: 937.701548975141, 12: 46.144169783010284, 13: 306.91386053987105, 14: 1060.1632214006156, 15: 232.48560233216193, 16: 166.6841250707438, 17: 974.5929215726394, 18: 517.1749442587304, 19: 205.65554874692526, 20: 729.435825976865, 21: 726.059288128911, 22: 399.57784389914696, 23: 466.20510309499656, 24: 743.698343050344, 25: '3.4401904103123115', 26: '0.9911627906976744', 27: '1.0', 28: '171', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1524003029999932', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 171} 
{0: '647.2893608209112', 1: 627.6208172568437, 2: 335.33794852090836, 3: 588.1184483056592, 4: 781.0393453658105, 5: 419.3036304058245, 6: 316.75595652099, 7: 751.0862081850332, 8: 658.4946075591994, 9: 99.57489090000172, 10: 548.8312939475421, 11: 910.5769145975754, 12: 57.05223403931859, 13: 290.743402810858, 14: 1027.1981575856066, 15: 221.77253877504447, 16: 134.38545733090808, 17: 943.8327146347193, 18: 498.6065542714517, 19: 169.20555045883964, 20: 707.2809824004842, 21: 717.887838447564, 22: 372.9866452828296, 23: 454.16272659940773, 24: 758.0353197769639, 25: '3.2364468041045558', 26: '0.99121387283237', 27: '1.0', 28: '172', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.142680704', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 172} 
{0: '696.1905084147355', 1: 636.4210816499638, 2: 394.4832063003554, 3: 621.2647855086664, 4: 785.1538041473341, 5: 447.00581785121904, 6: 339.58227809384175, 7: 748.4458050489043, 8: 657.2518090478661, 9: 95.19268087097737, 10: 541.2858051852261, 11: 898.9286022925284, 12: 24.92335424154379, 13: 283.11810882357986, 14: 1030.6931286612241, 15: 177.66563000643748, 16: 131.49989554278005, 17: 979.3896273616924, 18: 464.7449648337995, 19: 173.05164362802248, 20: 772.0985026623906, 21: 710.8288618086708, 22: 381.72805888118774, 23: 529.127090444379, 24: 778.846895052887, 25: '3.4809525420736778', 26: '0.991264367816092', 27: '1.0', 28: '173', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.15802570900000035', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 173} 
{0: '627.9815795091581', 1: 629.777292643161, 2: 385.5604136100188, 3: 625.4851412826547, 4: 785.977226762886, 5: 463.7623113722899, 6: 353.9872108734552, 7: 748.1977164679197, 8: 688.2621296022843, 9: 122.79536530056947, 10: 532.4463586625267, 11: 924.5645943700003, 12: 60.56022288626929, 13: 262.9118342705356, 14: 1033.862769620469, 15: 211.38363521799596, 16: 103.57735063184691, 17: 956.3789507655051, 18: 488.2291814494959, 19: 145.98950210787814, 20: 734.9274937824798, 21: 721.4970620195602, 22: 363.3980701283117, 23: 497.55614268793977, 24: 781.4617392503687, 25: '3.1399078975457906', 26: '0.9912', 27: '1.0', 28: '174', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13622340800000643', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 174} 
{0: '677.9680257414169', 1: 648.2233359994923, 2: 389.1267260950149, 3: 631.1634907716475, 4: 759.0104431434545, 5: 436.14997080671907, 6: 331.596947585395, 7: 687.9355778396074, 8: 639.2625836912629, 9: 88.75799014224032, 10: 469.4212376384312, 11: 876.0928834895598, 12: 39.52783246028787, 13: 230.55756464700104, 14: 1008.3169403575881, 15: 220.64546597532797, 16: 117.57423295633538, 17: 962.616667479158, 18: 525.9009788622992, 19: 193.61775040852973, 20: 762.5697169353843, 21: 769.7288762202818, 22: 413.37182967998854, 23: 524.406143964428, 24: 816.5654371294601, 25: '3.3898401287070845', 26: '0.99125', 27: '1.0', 28: '175', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14297154899999498', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 175} 
