{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'SHELL': '/bin/bash', 'PYTHONUNBUFFERED': '1', 'WSL2_GUI_APPS_ENABLED': '1', 'WSL_DISTRO_NAME': 'Ubuntu', 'PYCHARM_DISPLAY_PORT': '35001', 'PYCHARM_UUID': 'b470e729-5475-361a-a407-92698cd81233', 'NAME': 'ZBook', 'PWD': '/home/daniel/Thesis/smlm_score', 'LOGNAME': 'daniel', 'HOME': '/home/daniel', 'LANG': 'C.UTF-8', 'WSL_INTEROP': '/run/WSL/1017_interop', 'WAYLAND_DISPLAY': 'wayland-0', 'PYTHONPATH': '/tmp/bl8axY/:/tmp/bl8axY/src:/home/daniel/.pycharm_helpers/pycharm_plotly_backend:/home/daniel/.pycharm_helpers/pycharm_altair_backend:/home/daniel/.pycharm_helpers/pycharm_matplotlib_backend:/home/daniel/.pycharm_helpers/pycharm_display', 'TERM': 'xterm-256color', 'USER': 'daniel', 'PYTHONIOENCODING': 'UTF-8', 'DISPLAY': ':0', 'SHLVL': '0', 'PYCHARM_PROJECT_ID': '4a4c41a4', 'XDG_RUNTIME_DIR': '/run/user/1000/', 'PYCHARM_INTERACTIVE_PLOTS': '1', 'WSLENV': '', 'XDG_DATA_DIRS': '/usr/local/share:/usr/share:/var/lib/snapd/desktop', 'PATH': '/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA App/NvDLISR:/mnt/c/Program Files/Git/cmd:/mnt/c/Users/User/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/User/AppData/Local/Programs/Antigravity/bin:/mnt/c/Users/User/AppData/Local/JetBrains/Toolbox/scripts:/mnt/c/Users/User/AppData/Local/PowerToys/DSCModules/:/snap/bin', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'HOSTTYPE': 'x86_64', 'PYCHARM_HOSTED': '1', 'PULSE_SERVER': 'unix:/mnt/wslg/PulseServer', 'OLDPWD': '/mnt/c/WINDOWS/system32', '_': '/home/daniel/miniforge3/envs/smlm/bin/python', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.22.0', 'PMI_VERSION': '2.22.0'}", 0: 'GMMScoringRestraint_Score', 1: 'AV_0_x', 2: 'AV_0_y', 3: 'AV_0_z', 4: 'AV_1_x', 5: 'AV_1_y', 6: 'AV_1_z', 7: 'AV_2_x', 8: 'AV_2_y', 9: 'AV_2_z', 10: 'AV_3_x', 11: 'AV_3_y', 12: 'AV_3_z', 13: 'AV_4_x', 14: 'AV_4_y', 15: 'AV_4_z', 16: 'AV_5_x', 17: 'AV_5_y', 18: 'AV_5_z', 19: 'AV_6_x', 20: 'AV_6_y', 21: 'AV_6_z', 22: 'AV_7_x', 23: 'AV_7_y', 24: 'AV_7_z', 25: 'Total_Score', 26: 'MonteCarlo_Acceptance_NPC_Complex_0', 27: 'MonteCarlo_Temperature', 28: 'MonteCarlo_Nframe', 29: 'ReplicaExchange_SwapSuccessRatio', 30: 'ReplicaExchange_MinTempFrequency', 31: 'ReplicaExchange_MaxTempFrequency', 32: 'ReplicaExchange_CurrentTemp', 33: 'Stopwatch_None_delta_seconds', 34: 'rmf_file', 35: 'rmf_frame_index'} 
{0: '100.00775050900991', 1: 1030.9531627890076, 2: 451.2385181502313, 3: 651.2969459486235, 4: 1042.6545655048808, 5: 773.7210060317834, 6: 641.6426912746384, 7: 822.8358024539804, 8: 1012.2209542382313, 9: 633.0046730344528, 10: 497.49086388359194, 11: 1028.8758139131119, 12: 621.428715305788, 13: 257.0093137458477, 14: 806.4225505470978, 15: 616.3471485353547, 16: 243.3822333019187, 17: 478.2099807187456, 18: 627.5492918220957, 19: 464.3248968765209, 20: 241.0737583887, 21: 641.8389373731437, 22: 791.2655915467516, 23: 226.7878201645761, 24: 652.4738055970771, 25: '0.5000387525450496', 26: '1.0', 27: '1.0', 28: '0', 29: '0', 30: '0', 31: '0', 32: '1.0', 33: '4.640231846000006', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 0} 
{0: '156.5317214391163', 1: 927.6364145514078, 2: 879.4032423360911, 3: 575.62478207616, 4: 605.7500655662276, 5: 903.5856836621689, 6: 581.0534391481431, 7: 360.64350241647634, 8: 702.8721818909336, 9: 651.153311833251, 10: 333.3564374962353, 11: 389.6401236755211, 12: 737.1870842465863, 13: 547.5338576225041, 14: 147.6003059785573, 15: 790.9217287225588, 16: 875.1811878318264, 17: 121.75118620154188, 18: 787.2168208385777, 19: 1119.3467903858227, 20: 325.26059315531313, 21: 722.2512737451652, 22: 1144.2559631744555, 23: 639.8570034020603, 24: 634.9813587951531, 25: '0.7826586071955814', 26: '0.9924050632911392', 27: '1.0', 28: '78', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.4303501370000049', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 78} 
{0: '143.46273588981327', 1: 903.77624400119, 2: 901.5736483320635, 3: 577.6886557350531, 4: 581.8889563700067, 5: 912.4810412605107, 6: 599.9301774916185, 7: 348.3875825103443, 8: 698.8686501249974, 9: 671.5121864173358, 10: 337.32838364811835, 11: 380.95392427305524, 12: 742.706550018007, 13: 562.9357013110819, 14: 145.39267928510395, 15: 773.6078564035272, 16: 890.7223929369366, 17: 132.96948575295386, 18: 752.7218471051644, 19: 1123.4377914740764, 20: 349.0827668196398, 21: 686.449412951364, 22: 1132.009957260345, 23: 668.3239071641767, 24: 614.2066377431258, 25: '0.7173136794490664', 26: '0.9925', 27: '1.0', 28: '79', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.5114811860000259', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 79} 
{0: '140.56950012016688', 1: 892.0814829159476, 2: 885.879059291673, 3: 562.0630751032529, 4: 569.4617749601177, 5: 889.015095148729, 6: 573.5422635197549, 7: 339.11357869919965, 8: 671.158690746841, 9: 642.5018515640961, 10: 333.6295136307439, 11: 354.76867743141213, 12: 720.7833992371072, 13: 563.8911223889526, 14: 125.84748957360642, 15: 764.5707711785176, 16: 892.3979907678106, 17: 121.37901407541898, 18: 754.6739795969304, 19: 1121.7224307732067, 20: 341.83556063328274, 21: 690.9350213816451, 22: 1124.7233041384275, 23: 659.4634202573749, 24: 611.4935722873629, 25: '0.7028475006008345', 26: '0.9925925925925926', 27: '1.0', 28: '80', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.4908064589999981', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 80} 
{0: '139.50945072821386', 1: 901.8200652388131, 2: 912.0905782758508, 3: 546.542498663405, 4: 581.9499712946465, 5: 921.2797433360529, 6: 589.2480567881915, 7: 354.65330800218726, 8: 706.4764326232848, 9: 675.6939578232949, 10: 349.88719540962893, 11: 388.57373225053607, 12: 747.6375014388511, 13: 578.2860585677216, 14: 154.2639478736176, 15: 764.2368060331773, 16: 904.138127996353, 17: 143.59215197885328, 18: 722.5089022944294, 19: 1130.9751798817936, 20: 360.89706499580006, 21: 641.410387086092, 22: 1133.1853044727168, 23: 680.1117372131259, 24: 568.5782878783033, 25: '0.6975472536410693', 26: '0.9926829268292683', 27: '1.0', 28: '81', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3524508940000146', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 81} 
{0: '117.9820941309626', 1: 1006.4611098078215, 2: 879.953014383249, 3: 578.2265174326106, 4: 697.1468877182124, 5: 967.7333395972514, 6: 607.2852332942423, 7: 418.00642517407243, 8: 812.7909411338162, 9: 665.1694675196692, 10: 328.7228055223974, 11: 502.479428016357, 12: 709.8451464752487, 13: 489.2044556966766, 14: 216.9280979348573, 15: 716.8258703423721, 16: 803.8587819966351, 17: 126.11808893727317, 18: 688.8817558359275, 19: 1082.8409082460885, 20: 283.21574494466097, 21: 636.5105594709776, 22: 1170.0439629749928, 23: 595.508868158811, 24: 590.9469915286536, 25: '0.589910470654813', 26: '0.9927710843373494', 27: '1.0', 28: '82', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3597445849999872', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 82} 
{0: '132.38084535214273', 1: 967.2120370297553, 2: 895.1907601680632, 3: 571.8821765649052, 4: 651.5142995586298, 5: 944.552824821901, 6: 617.9626233707477, 7: 397.54948915816533, 8: 757.3406545708626, 9: 693.6634003216827, 10: 350.25476997296676, 11: 439.21847549978827, 12: 746.7878289939879, 13: 545.1707343756057, 14: 175.87468618506324, 15: 747.4720146658954, 16: 866.5985269902541, 17: 124.18695526155915, 18: 702.2257006079996, 19: 1120.4494375547001, 20: 313.6164424950009, 21: 632.0143975973372, 22: 1165.3863148542837, 23: 633.4315527877714, 24: 578.1035585061034, 25: '0.6619042267607137', 26: '0.9928571428571429', 27: '1.0', 28: '83', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.34829999400000133', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 83} 
{0: '107.75587991371376', 1: 989.0853160049195, 2: 903.0183327198326, 3: 593.525035528531, 4: 676.4048772427797, 5: 978.1440132843837, 6: 622.023417663872, 7: 401.840673482066, 8: 810.2994088783139, 9: 663.4940823298472, 10: 322.66715195895347, 11: 494.8316562807446, 12: 685.2280824716097, 13: 492.89105821780925, 14: 215.03649076764287, 15: 676.2203217534978, 16: 810.9929485407953, 17: 136.9936483742011, 18: 648.7398113312593, 19: 1085.2219208817671, 20: 306.60554131237143, 21: 612.9107867684417, 22: 1162.2634924359909, 23: 624.0397091387845, 24: 590.3818801517529, 25: '0.5387793995685688', 26: '0.9927058823529412', 27: '1.0', 28: '84', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '2.0596669980000115', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 84} 
{0: '103.42939754354246', 1: 961.6835466656862, 2: 932.2314058524573, 3: 613.7430312628071, 4: 644.7212018718681, 5: 990.5886392138831, 6: 632.5682204068216, 7: 377.81353531460616, 8: 807.9016708718573, 9: 658.3150332926836, 10: 314.21804756512427, 11: 488.3141533388712, 12: 667.2676181988879, 13: 498.8148152918686, 14: 217.8643160289858, 15: 656.1513461809288, 16: 821.3004824904883, 17: 156.83406260772017, 18: 638.4601351492183, 19: 1087.5761553671134, 20: 341.08359842747507, 21: 618.389831646702, 22: 1148.9719712883605, 23: 662.5529714272632, 24: 608.6224218046431, 25: '0.5171469877177123', 26: '0.9927906976744186', 27: '1.0', 28: '85', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '2.1500235979999616', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 85} 
{0: '114.91626092936109', 1: 930.8004001748234, 2: 915.2118620536492, 3: 574.3110428288941, 4: 617.203432341935, 5: 978.5741644213538, 6: 617.5226483739932, 7: 352.1450411494514, 8: 801.0051649874159, 9: 676.6025006191127, 10: 287.02847572230036, 11: 483.2240390577224, 12: 708.7848732992303, 13: 467.75900629251134, 14: 210.22213246991777, 15: 696.5747554080637, 16: 786.9361085750377, 17: 144.18189543902105, 18: 654.1561179900106, 19: 1051.8772353000368, 20: 323.6285846739289, 21: 600.6909181802633, 22: 1114.7460691267734, 23: 643.272439388972, 24: 567.7861744385152, 25: '0.5745813046468055', 26: '0.9928735632183908', 27: '1.0', 28: '86', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.4220845899999972', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 86} 
{0: '153.57028531826256', 1: 925.1387297276628, 2: 887.4258408592161, 3: 496.6785017322128, 4: 628.7542390594775, 5: 984.6364585647689, 6: 579.9336033522852, 7: 362.23040519820415, 8: 839.4080706400136, 9: 694.6109357571155, 10: 276.32803282660143, 11: 533.257530846403, 12: 766.3977423897114, 13: 429.1188431936778, 14: 243.71985660955346, 15: 753.5308809009593, 16: 730.8917671222843, 17: 143.36898513512403, 18: 670.4798044065892, 19: 998.3428388920803, 20: 290.92875144955985, 21: 561.1661178307787, 22: 1082.0776442427812, 23: 599.0889876442388, 24: 488.82555185389737, 25: '0.7678514265913128', 26: '0.9925', 27: '1.0', 28: '87', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.4106072060000088', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 87} 
{0: '213.4939067528036', 1: 938.7368498159972, 2: 827.6816788609711, 3: 414.6513977404212, 4: 661.9147416020688, 5: 972.7364469927031, 6: 495.6064290562632, 7: 393.98458953077244, 8: 884.8909446753867, 9: 656.1484191289325, 10: 285.5893722863461, 11: 611.3143231477804, 12: 796.387590666591, 13: 407.75933434012427, 14: 309.68652034045334, 15: 834.3062088519252, 16: 689.635847848136, 17: 161.005608022989, 18: 753.8432125493653, 19: 959.1952167026077, 20: 252.09607032492562, 21: 597.9787944200941, 22: 1065.5871686019957, 23: 527.7623628547143, 24: 456.9247125278821, 25: '1.067469533764018', 26: '0.9923595505617977', 27: '1.0', 28: '88', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3560230730000171', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 88} 
{0: '204.06791891482723', 1: 959.350502159142, 2: 820.8939156370361, 3: 415.4021706195367, 4: 680.96290663231, 5: 969.3948954404945, 6: 483.76069681272486, 7: 406.25273431473215, 8: 885.9830016329354, 9: 634.9357821922462, 10: 290.02520362302073, 11: 615.209548013479, 12: 774.3402804187858, 13: 407.863897787753, 14: 313.0488681423554, 15: 820.7689176705219, 16: 691.2496242003959, 17: 160.88459280762743, 18: 753.1431850947707, 19: 967.4374815462807, 20: 247.5877679427267, 21: 606.663598207863, 22: 1081.7139240150386, 23: 520.4574659163366, 24: 466.3410094738648, 25: '1.0203395945741363', 26: '0.9922222222222222', 27: '1.0', 28: '89', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.36289792600001647', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 89} 
{0: '208.05175455194944', 1: 975.1313280773602, 2: 805.7397580603337, 3: 400.1466512000653, 4: 695.0730229570586, 5: 957.2916362989744, 6: 453.29226611406676, 7: 416.01095175543094, 8: 881.1362016570049, 9: 600.2679084292915, 10: 295.47080103649256, 11: 617.2910780660317, 12: 748.9842122544394, 13: 411.54284003138207, 14: 317.6977129046497, 15: 813.122734022017, 16: 696.5714657846398, 17: 162.52219771664443, 18: 761.0274528890985, 19: 976.9792299805879, 20: 242.18888044971266, 21: 618.6260907491389, 22: 1095.598219151623, 23: 508.08392601005636, 24: 468.83701758610755, 25: '1.0402587727597472', 26: '0.9920879120879121', 27: '1.0', 28: '90', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.38122956099999783', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 90} 
{0: '199.09644780134826', 1: 1037.9654846912838, 2: 731.539932501253, 3: 428.2622560922772, 4: 789.2790023768817, 5: 937.2226318764085, 6: 436.90766764644593, 7: 486.941099508863, 8: 928.5710783851246, 9: 554.355836446041, 10: 301.9798126854693, 11: 706.7331623894868, 12: 705.4782292435367, 13: 349.4361961793599, 14: 397.7676200323477, 15: 803.6150620909536, 16: 602.1448903581166, 17: 187.70263727049712, 18: 796.8552371892127, 19: 906.010771240275, 20: 199.95145700350628, 21: 683.8555232549032, 22: 1089.6146371422265, 23: 424.0575281722215, 24: 531.2989908621009, 25: '0.9954822390067414', 26: '0.9921739130434782', 27: '1.0', 28: '91', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3505909659999702', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 91} 
{0: '184.1818057269238', 1: 1013.1932104192789, 2: 788.7396462206582, 3: 444.0918072916361, 4: 735.7633735152826, 5: 953.801232673414, 6: 440.5646664914831, 7: 432.6112153790818, 8: 897.3118182568041, 9: 541.4846561816055, 10: 276.25558954755996, 11: 647.6490201987955, 12: 681.063027493828, 13: 365.3918988519544, 14: 348.2148066774896, 15: 779.7368477104903, 16: 647.3649087263414, 17: 179.41156107932994, 18: 785.3370536778775, 19: 951.2395040034999, 20: 239.62581068634393, 21: 688.9632139298187, 22: 1105.9824636066587, 23: 491.34257870859483, 24: 547.8934034308237, 25: '0.9209090286346191', 26: '0.9920430107526882', 27: '1.0', 28: '92', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3787668190000204', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 92} 
{0: '200.01673883711166', 1: 1065.433535401295, 2: 719.1082132719334, 3: 451.0775471901068, 4: 824.8526483870102, 5: 929.008409246062, 6: 403.2463128076995, 7: 508.7380753334442, 8: 937.7978877971786, 9: 475.85107169293485, 10: 297.02869338847535, 11: 735.8912363160647, 12: 619.6340953280522, 13: 319.9701985985181, 14: 437.763623495046, 15: 753.5604425194107, 16: 564.1192092775359, 17: 223.6254414216907, 18: 804.263261886249, 19: 881.2276621249358, 20: 218.84079924660017, 21: 735.9055349611829, 22: 1091.8721931387797, 23: 422.88119083979456, 24: 590.2902664039726, 25: '1.0000836941855584', 26: '0.9921276595744681', 27: '1.0', 28: '93', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3508815089999757', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 93} 
{0: '164.67875870910729', 1: 1091.0246494793423, 2: 703.9766540866068, 3: 443.8626926772547, 4: 873.6933380525056, 5: 942.5830746579604, 6: 436.17116586393576, 7: 561.1112672713721, 8: 972.4146816719731, 9: 517.900313002283, 10: 330.6333038574276, 11: 773.2516631734541, 12: 633.9809601602497, 13: 323.0927912257921, 14: 456.8787444174984, 15: 718.7982320261335, 16: 543.5505974087462, 17: 213.2854320165066, 18: 728.5619493245024, 19: 857.59314958114, 20: 186.6081699421079, 21: 651.6266413596928, 22: 1087.2202715861495, 23: 388.26762496643585, 24: 534.1010895697859, 25: '0.8233937935455364', 26: '0.9922105263157894', 27: '1.0', 28: '94', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.35462234999999964', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 94} 
{0: '237.24603244379952', 1: 1065.3356889290096, 2: 728.7258712811753, 3: 388.75413626857505, 4: 815.228081596891, 5: 929.1463887461734, 6: 349.987096366518, 7: 505.2648464674122, 8: 932.2178331371317, 9: 445.8541310564605, 10: 311.44171727879615, 11: 731.2456725101109, 12: 614.0905761149953, 13: 353.8659551323981, 14: 440.4919730178729, 15: 759.022018299913, 16: 607.8799093447911, 17: 236.0768852611502, 18: 800.5678880316492, 19: 919.0203584774683, 20: 237.23147289867364, 21: 708.6781152640536, 22: 1111.5772234671542, 23: 440.21780680186896, 24: 538.6022255018092, 25: '1.1862301622189977', 26: '0.9920833333333333', 27: '1.0', 28: '95', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.4183016790000238', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 95} 
{0: '230.25068957957137', 1: 1068.2359873516302, 2: 767.5981200116953, 3: 400.3486239347723, 4: 808.9454489684081, 5: 955.6023219923673, 6: 359.75405297199484, 7: 498.2153330602495, 8: 942.8910036733146, 9: 452.28700222314507, 10: 312.8042787717472, 11: 731.7750754899706, 12: 617.5550330591318, 13: 368.02446524040664, 14: 442.77353793288296, 15: 761.6782267362339, 16: 631.3845865228051, 17: 250.9592246321999, 18: 805.0762919013823, 19: 943.0394411993072, 20: 267.93025122201203, 21: 716.5512767280804, 22: 1127.1056477694979, 23: 481.0042215579004, 24: 549.4389760177629, 25: '1.1512534478978569', 26: '0.9921649484536083', 27: '1.0', 28: '96', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.4353867609999611', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 96} 
{0: '222.5340113677689', 1: 1074.9840033236735, 2: 769.6895550104365, 3: 414.1563420141557, 4: 822.1565599140256, 5: 963.630277649425, 6: 362.28763844147363, 7: 507.2334550054926, 8: 957.6565775128656, 9: 440.1649916596561, 10: 309.6107140855965, 11: 750.2720448814898, 12: 595.7208468952175, 13: 351.53723545253774, 14: 459.6501676022974, 15: 741.0609442959942, 16: 608.2122725263984, 17: 261.7996537574183, 18: 795.9041375237808, 19: 923.967038356425, 20: 271.99860713071047, 21: 722.0911867353745, 22: 1120.3768742623279, 23: 481.3767916288174, 24: 564.6384684348391, 25: '1.1126700568388446', 26: '0.9922448979591837', 27: '1.0', 28: '97', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3922182980000457', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 97} 
{0: '183.77227489960922', 1: 1040.498928420623, 2: 856.104523104974, 3: 476.0747164684607, 4: 762.2992217283972, 5: 1003.7116895988033, 6: 405.06675885014016, 7: 447.8046136935121, 8: 932.7067901452044, 9: 441.5163818027913, 10: 277.99024834134104, 11: 679.4226774486298, 12: 556.7160162511782, 13: 358.9278869703839, 14: 389.9055841008398, 15: 686.9911250489971, 16: 641.3007375910047, 17: 238.92121475311222, 18: 761.1798693032611, 19: 955.3248951914358, 20: 313.85672729516887, 21: 729.1339662612761, 22: 1123.7841202214752, 23: 569.0350992729402, 24: 612.0318985528546, 25: '0.9188613744980461', 26: '0.9923232323232323', 27: '1.0', 28: '98', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.39875602000000754', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 98} 
{0: '218.06861482571426', 1: 1023.5082146036544, 2: 864.4209869163604, 3: 428.21903058758573, 4: 734.8535216354188, 5: 991.01416385465, 6: 358.37836743790444, 7: 426.5212330589393, 8: 905.8317955986807, 9: 412.71337643134376, 10: 275.91328318873894, 11: 652.8157396678631, 12: 552.5734389173953, 13: 378.10980998231867, 14: 378.50469017114665, 15: 699.7195251549201, 16: 671.2397132312053, 17: 249.00992128456562, 18: 772.7992144076823, 19: 979.040468161063, 20: 338.4044323151418, 21: 722.5920519645482, 22: 1128.117155300867, 23: 593.0930399107743, 24: 580.7567221029304, 25: '1.0903430741285713', 26: '0.9924', 27: '1.0', 28: '99', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3468895019999536', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 99} 
{0: '223.4771107514769', 1: 984.2189226447744, 2: 879.6747313785868, 3: 407.0140674436615, 4: 682.798606983113, 5: 982.78305504639, 6: 354.6733629590771, 7: 386.05299439050043, 8: 875.318773862045, 9: 429.97674216206553, 10: 264.63383019523286, 11: 613.9368382115151, 12: 582.2842813162338, 13: 396.8537267059185, 14: 350.66395815873545, 15: 725.6298157953387, 16: 703.1576308090506, 17: 245.05670717425733, 18: 780.9443997642302, 19: 999.3149371644319, 20: 356.74832852495825, 21: 709.7455647263324, 22: 1118.9552321243377, 23: 619.6486163042447, 24: 555.5474947254079, 25: '1.1173855537573847', 26: '0.9924752475247525', 27: '1.0', 28: '100', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3774115950000123', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 100} 
{0: '226.66314293769696', 1: 1035.207528251468, 2: 833.9679697873321, 3: 402.10800008072977, 4: 754.1871710643783, 5: 985.6538639561895, 6: 354.7367977977259, 7: 445.43734938076807, 8: 930.1817887985446, 9: 437.64352690257834, 10: 285.4842054658214, 11: 694.3107971253493, 12: 595.885693344779, 13: 375.0019969986352, 14: 413.96488351142733, 15: 739.8835626996582, 16: 660.4853051648959, 17: 259.02489529373554, 18: 790.1583788457178, 19: 969.4567588957168, 20: 318.80176096694754, 21: 711.3116312391932, 22: 1127.8676169411103, 23: 556.4499016460668, 24: 551.1967738098637, 25: '1.133315714688485', 26: '0.9923529411764705', 27: '1.0', 28: '101', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3584677570000281', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 101} 
{0: '274.07304510255864', 1: 989.2142793817206, 2: 855.9574326963279, 3: 368.5963044252907, 4: 694.0492155737502, 5: 984.1054503953176, 6: 342.50505845736734, 7: 402.35880855617273, 8: 918.6969955959064, 9: 468.6619835050841, 10: 280.3864867094722, 11: 691.4130128707402, 12: 667.974452009703, 13: 407.02697625260123, 14: 433.92515404273877, 15: 826.1036448367379, 16: 707.1986898399401, 17: 303.13042561341194, 18: 854.8152749909096, 19: 999.2716285169514, 20: 373.2538182395398, 21: 732.2202065845751, 22: 1119.3616989261566, 23: 602.0083337399365, 24: 531.0805712268822, 25: '1.3703652255127932', 26: '0.9922330097087378', 27: '1.0', 28: '102', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.34903436399997645', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 102} 
{0: '285.3306132343884', 1: 934.3950088535161, 2: 916.773437143542, 3: 351.5547834493847, 4: 620.7982574502328, 5: 991.9848026513125, 6: 336.54110778797275, 7: 349.9132968450233, 8: 879.7787890151836, 9: 475.49533717529505, 10: 276.8036037468794, 11: 638.4660501297482, 12: 682.096041501776, 13: 451.9720246732004, 14: 409.2755892234128, 15: 837.4357003124039, 16: 771.0555054876216, 17: 332.3604419614429, 18: 854.8847324343542, 19: 1041.6474061369888, 20: 449.3385458076656, 21: 719.4240775493205, 22: 1112.5793273222166, 23: 691.7455505012857, 24: 511.0616219173753, 25: '1.426653066171942', 26: '0.9923076923076923', 27: '1.0', 28: '103', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.31605604700001777', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 103} 
{0: '278.021604137906', 1: 949.3170115943078, 2: 903.8634098134921, 3: 364.0887267946622, 4: 637.3435954770691, 5: 986.3256484806504, 6: 354.2069618084213, 7: 365.7279382561574, 8: 878.1138669737022, 9: 494.891979981525, 10: 289.7335894412808, 11: 635.3586703320668, 12: 698.7436163575353, 13: 461.5739381868064, 14: 399.92903667631526, 15: 848.3645868109329, 16: 779.0238178545587, 17: 315.602908132377, 18: 860.5856453858468, 19: 1050.4979768339172, 20: 428.53790793801807, 21: 723.4692374554795, 22: 1124.3182484510007, 23: 672.4629843321363, 24: 517.9004390228422, 25: '1.3901080206895302', 26: '0.9921904761904762', 27: '1.0', 28: '104', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3457528089999755', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 104} 
